,"taxon.name","variable.units","variable.element","variable.context","taxon.group","ecological.group","alias","match"
"50571","Papaveraceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4808","Parietaria","NISP","pollen","NA","Vascular plants","UPHE","Parietaria",
"1566","Parietaria-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"23729","Parnassia","NISP","pollen","NA","Vascular plants","UPHE","NA",
"27662","Parnassia","NISP","pollen","NA","Vascular plants","UPHE","Parnassia",
"4879","Pedicularis","NISP","pollen","NA","Vascular plants","UPHE","Pedicularis",
"40131","Pedicularis","NISP","pollen","NA","Vascular plants","UPHE","NA",
"14092","Pedicularis lanceolata","NISP","pollen","NA","Vascular plants","UPHE","Pedicularis lanceolata",
"4856","Pediomelum-type","NISP","pollen","NA","Vascular plants","UPHE","Pediomelum-type",
"11101","Pediomelum-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"36123","Penthorum sedoides","NISP","pollen","NA","Vascular plants","UPHE","NA",
"9314","Persicaria amphibia","NISP","pollen","NA","Vascular plants","UPHE","Persicaria amphibia",
"11087","Persicaria amphibia","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1675","Persicaria amphibia-type","NISP","pollen","NA","Vascular plants","UPHE","Persicaria amphibia-type",
"3855","Persicaria amphibia-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"5638","Persicaria lapathifolia","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1236","Persicaria lapathifolia-type","NISP","pollen","NA","Vascular plants","UPHE","Persicaria lapathifolia-type",
"1556","Persicaria lapathifolia-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"2473","Persicaria maculosa","NISP","pollen","NA","Vascular plants","UPHE","Persicaria maculosa",
"7032","Persicaria maculosa","NISP","pollen","NA","Vascular plants","UPHE","NA",
"156","Persicaria maculosa-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"5479","Persicaria maculosa-type","NISP","pollen","NA","Vascular plants","UPHE","Persicaria maculosa-type",
"10808","Phacelia cf. P. franklinii","NISP","pollen","NA","Vascular plants","UPHE","NA",
"19134","Phacelia hastata-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"3832","Phlox","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4897","Phlox","NISP","pollen","NA","Vascular plants","UPHE","Phlox",
"23621","Phlox cf. P. hoodii","NISP","pollen","NA","Vascular plants","UPHE","NA",
"50576","Phlox pilosa","NISP","pollen","NA","Vascular plants","UPHE","NA",
"10826","Phlox pilosa-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"3836","Pilea-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4874","Pilea-type","NISP","pollen","NA","Vascular plants","UPHE","Pilea-type",
"43186","Pinguicula","NISP","pollen","NA","Vascular plants","UPHE","Pinguicula",
"3445","Plantaginaceae","NISP","pollen","NA","Vascular plants","UPHE","Plantaginaceae",
"49040","Plantaginaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"3759","Plantaginaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","Plantaginaceae undiff.",
"32","Plantago","NISP","pollen","NA","Vascular plants","UPHE","Plantago",
"137","Plantago","NISP","pollen","NA","Vascular plants","UPHE","NA",
"37263","Plantago cf. P. major","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1266","Plantago lanceolata","NISP","pollen","NA","Vascular plants","UPHE","NA",
"7746","Plantago lanceolata","NISP","pollen","NA","Vascular plants","UPHE","Plantago lanceolata",
"14428","Plantago lanceolata-type","NISP","pollen","NA","Vascular plants","UPHE","Plantago lanceolata-type",
"34678","Plantago lanceolata-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"764","Plantago major","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4658","Plantago major","NISP","pollen","NA","Vascular plants","UPHE","Plantago major",
"1649","Plantago major-type","NISP","pollen","NA","Vascular plants","UPHE","Plantago major-type",
"34513","Plantago major-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"48698","Plantago major/P. media","NISP","pollen","NA","Vascular plants","UPHE","Plantago major/P. media",
"18598","Plantago media","NISP","pollen","NA","Vascular plants","UPHE","NA",
"37668","Plantago rigida-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"10811","Plantago rugelii","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1329","Plantago undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1626","Plantago undiff.","NISP","pollen","NA","Vascular plants","UPHE","Plantago undiff.",
"37900","Plumbaginaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"37164","Plumbaginaceae cf. Armeria","NISP","pollen","NA","Vascular plants","UPHE","Plumbaginaceae cf. Armeria",
"19","Poaceae","NISP","pollen","NA","Vascular plants","UPHE","Poaceae",
"76","Poaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"17708","Poaceae","NISP digitized","pollen","NA","Vascular plants","UPHE","NA",
"39192","Poaceae cf. Zea","NISP","pollen","NA","Vascular plants","UPHE","NA",
"114","Poaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"2935","Poaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","Poaceae undiff.",
"4229","Polemoniaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"6866","Polemoniaceae","NISP","pollen","NA","Vascular plants","UPHE","Polemoniaceae",
"9447","Polemonium","NISP","pollen","NA","Vascular plants","UPHE","Polemonium",
"28609","Polemonium","NISP","pollen","NA","Vascular plants","UPHE","NA",
"5970","Polygala","NISP","pollen","NA","Vascular plants","UPHE","Polygala",
"40004","Polygala","NISP","pollen","NA","Vascular plants","UPHE","NA",
"3180","Polygalaceae","NISP","pollen","NA","Vascular plants","UPHE","Polygalaceae",
"25003","Polygalaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"2196","Polygonaceae","NISP","pollen","NA","Vascular plants","UPHE","Polygonaceae",
"4225","Polygonaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"17735","Polygonaceae","NISP digitized","pollen","NA","Vascular plants","UPHE","NA",
"40344","Polygonaceae (tricolporate)","NISP","pollen","NA","Vascular plants","UPHE","NA",
"193","Polygonaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"545","Polygonaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","Polygonaceae undiff.",
"17748","Polygonaceae undiff.","NISP digitized","pollen","NA","Vascular plants","UPHE","NA",
"33942","Polygonum","NISP","pollen","NA","Vascular plants","UPHE","Polygonum",
"34119","Polygonum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"40050","Polygonum (tricolporate)","NISP","pollen","NA","Vascular plants","UPHE","NA",
"36525","Polygonum aviculare","NISP","pollen","NA","Vascular plants","UPHE","NA",
"8109","Polygonum aviculare-type","NISP","pollen","NA","Vascular plants","UPHE","Polygonum aviculare-type",
"28575","Polygonum aviculare-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4809","Polygonum ramosissimum-type","NISP","pollen","NA","Vascular plants","UPHE","Polygonum ramosissimum-type",
"281","Polygonum sensu lato","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4614","Polygonum sensu lato","NISP","pollen","NA","Vascular plants","UPHE","Polygonum sensu lato",
"569","Polygonum sensu lato undiff.","NISP","pollen","NA","Vascular plants","UPHE","Polygonum sensu lato undiff.",
"9502","Polygonum sensu lato undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4824","Polygonum tenue-type","NISP","pollen","NA","Vascular plants","UPHE","Polygonum tenue-type",
"40877","Polygonum undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"5968","Portulaca","NISP","pollen","NA","Vascular plants","UPHE","Portulaca",
"45364","Portulaca","NISP","pollen","NA","Vascular plants","UPHE","NA",
"7848","Portulacaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"222","Potentilla","NISP","pollen","NA","Vascular plants","UPHE","NA",
"3892","Potentilla","NISP","pollen","NA","Vascular plants","UPHE","Potentilla",
"1286","Potentilla-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1642","Potentilla-type","NISP","pollen","NA","Vascular plants","UPHE","Potentilla-type",
"37130","Primula","NISP","pollen","NA","Vascular plants","UPHE","Primula",
"37438","Primula farinosa-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"2593","Primulaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"15875","Primulaceae","NISP","pollen","NA","Vascular plants","UPHE","Primulaceae",
"50662","Primulaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"49551","Prunella","NISP","pollen","NA","Vascular plants","UPHE","NA",
"24080","Prunella-type","NISP","pollen","NA","Vascular plants","UPHE","Prunella-type",
"50650","Prunella-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"12723","Prunus/Sorbus","NISP","pollen","NA","Vascular plants","UPHE","NA",
"27654","Prunus/Sorbus","NISP","pollen","NA","Vascular plants","UPHE","Prunus/Sorbus",
"10584","Pyrola","NISP","pollen","NA","Vascular plants","UPHE","Pyrola",
"50134","Radiola","NISP","pollen","NA","Vascular plants","UPHE","NA",
"89","Ranunculaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4069","Ranunculaceae","NISP","pollen","NA","Vascular plants","UPHE","Ranunculaceae",
"17586","Ranunculaceae (pericolpate)","NISP","pollen","NA","Vascular plants","UPHE","Ranunculaceae (pericolpate)",
"35295","Ranunculaceae (tricolpate)","NISP","pollen","NA","Vascular plants","UPHE","Ranunculaceae (tricolpate)",
"17559","Ranunculaceae (tricolpate) undiff.","NISP","pollen","NA","Vascular plants","UPHE","Ranunculaceae (tricolpate) undiff.",
"506","Ranunculaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","Ranunculaceae undiff.",
"1465","Ranunculaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"270","Ranunculus","NISP","pollen","NA","Vascular plants","UPHE","NA",
"859","Ranunculus","NISP","pollen","NA","Vascular plants","UPHE","Ranunculus",
"24472","Ranunculus acris-type","NISP","pollen","NA","Vascular plants","UPHE","Ranunculus acris-type",
"32390","Ranunculus flabellaris","NISP","pollen","NA","Vascular plants","UPHE","NA",
"29155","Ranunculus flabellaris-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4875","Ranunculus pensylvanicus-type","NISP","pollen","NA","Vascular plants","UPHE","Ranunculus pensylvanicus-type",
"49090","Ranunculus sp.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4782","Ranunculus undiff.","NISP","pollen","NA","Vascular plants","UPHE","Ranunculus undiff.",
"26783","Ranunculus undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"366","Ranunculus-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"31487","Ranunculus-type","NISP","pollen","NA","Vascular plants","UPHE","Ranunculus-type",
"9293","Ranunculus-type undiff.","NISP","pollen","NA","Vascular plants","UPHE","Ranunculus-type undiff.",
"37168","Rhinanthus","NISP","pollen","NA","Vascular plants","UPHE","Rhinanthus",
"9362","Rosa","NISP","pollen","NA","Vascular plants","UPHE","Rosa",
"46021","Rosa","NISP","pollen","NA","Vascular plants","UPHE","NA",
"48673","Rosa-type","NISP","pollen","NA","Vascular plants","UPHE","Rosa-type",
"58","Rosaceae","NISP","pollen","NA","Vascular plants","UPHE","Rosaceae",
"152","Rosaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"28091","Rosaceae herbs undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"182","Rosaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"507","Rosaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","Rosaceae undiff.",
"17745","Rosaceae undiff.","NISP digitized","pollen","NA","Vascular plants","UPHE","NA",
"35970","Rubiaceae (pentacolpate)","NISP","pollen","NA","Vascular plants","UPHE","Rubiaceae (pentacolpate)",
"965","Rubiaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","Rubiaceae undiff.",
"10965","Rubiaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"38","Rumex","NISP","pollen","NA","Vascular plants","UPHE","Rumex",
"80","Rumex","NISP","pollen","NA","Vascular plants","UPHE","NA",
"17712","Rumex","NISP digitized","pollen","NA","Vascular plants","UPHE","NA",
"1645","Rumex acetosa-type","NISP","pollen","NA","Vascular plants","UPHE","Rumex acetosa-type",
"19108","Rumex acetosa-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"5636","Rumex acetosella","NISP","pollen","NA","Vascular plants","UPHE","NA",
"39105","Rumex cf. R. britannica","NISP","pollen","NA","Vascular plants","UPHE","NA",
"39126","Rumex cf. R. mexicanus","NISP","pollen","NA","Vascular plants","UPHE","NA",
"344","Rumex cf. R. salicifolius","NISP","pollen","NA","Vascular plants","UPHE","NA",
"32004","Rumex cf. R. salicifolius","NISP","pollen","NA","Vascular plants","UPHE","Rumex cf. R. salicifolius",
"32033","Rumex cf. R. verticillatus","NISP","pollen","NA","Vascular plants","UPHE","Rumex cf. R. verticillatus",
"5671","Rumex mexicanus","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1643","Rumex undiff.","NISP","pollen","NA","Vascular plants","UPHE","Rumex undiff.",
"19089","Rumex undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"492","Rumex-type","NISP","pollen","NA","Vascular plants","UPHE","Rumex-type",
"47784","Rumex-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"3848","Rumex-type undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"10562","Rumex-type undiff.","NISP","pollen","NA","Vascular plants","UPHE","Rumex-type undiff.",
"3894","Rumex/Oxyria digyna","NISP","pollen","NA","Vascular plants","UPHE","Rumex/Oxyria digyna",
"47079","Rumex/Oxyria digyna","NISP","pollen","NA","Vascular plants","UPHE","NA",
"9344","Rumex/Oxyria digyna undiff.","NISP","pollen","NA","Vascular plants","UPHE","Rumex/Oxyria digyna undiff.",
"13322","Rumex/Oxyria digyna undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"36124","Sagina","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1710","Salsola","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4785","Salsola","NISP","pollen","NA","Vascular plants","UPHE","Salsola",
"34165","Salsola kali","NISP","pollen","NA","Vascular plants","UPHE","Salsola kali",
"34533","Salsola kali","NISP","pollen","NA","Vascular plants","UPHE","NA",
"32057","Sanguinaria canadensis","NISP","pollen","NA","Vascular plants","UPHE","Sanguinaria canadensis",
"1031","Sanguisorba","NISP","pollen","NA","Vascular plants","UPHE","NA",
"5018","Sanguisorba","NISP","pollen","NA","Vascular plants","UPHE","Sanguisorba",
"201","Sanguisorba canadensis","NISP","pollen","NA","Vascular plants","UPHE","NA",
"558","Sanguisorba canadensis","NISP","pollen","NA","Vascular plants","UPHE","Sanguisorba canadensis",
"40106","Sanguisorba-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"33561","Sanicula","NISP","pollen","NA","Vascular plants","UPHE","Sanicula",
"50145","Sarcobataceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"33392","Sarcobatus","NISP","pollen","NA","Vascular plants","UPHE","NA",
"33519","Sarcobatus","NISP","pollen","NA","Vascular plants","UPHE","Sarcobatus",
"1808","Saxifraga","NISP","pollen","NA","Vascular plants","UPHE","NA",
"5323","Saxifraga","NISP","pollen","NA","Vascular plants","UPHE","Saxifraga",
"547","Saxifraga cernua-type","NISP","pollen","NA","Vascular plants","UPHE","Saxifraga cernua-type",
"3947","Saxifraga oppositifolia","NISP","pollen","NA","Vascular plants","UPHE","Saxifraga oppositifolia",
"9525","Saxifraga oppositifolia","NISP","pollen","NA","Vascular plants","UPHE","NA",
"49963","Saxifraga oppositifolia","NISP digitized","pollen","NA","Vascular plants","UPHE","NA",
"557","Saxifraga oppositifolia-type","NISP","pollen","NA","Vascular plants","UPHE","Saxifraga oppositifolia-type",
"3945","Saxifraga undiff.","NISP","pollen","NA","Vascular plants","UPHE","Saxifraga undiff.",
"6323","Saxifraga undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"3597","Saxifraga-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"20533","Saxifraga-type","NISP","pollen","NA","Vascular plants","UPHE","Saxifraga-type",
"49962","Saxifraga-type","NISP digitized","pollen","NA","Vascular plants","UPHE","NA",
"209","Saxifragaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"2206","Saxifragaceae","NISP","pollen","NA","Vascular plants","UPHE","Saxifragaceae",
"7392","Saxifragaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","Saxifragaceae undiff.",
"12941","Saxifragaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"37104","Saxifragaceae-type","NISP","pollen","NA","Vascular plants","UPHE","Saxifragaceae-type",
"37181","Scleranthus","NISP","pollen","NA","Vascular plants","UPHE","Scleranthus",
"46050","Scrophularia","NISP","pollen","NA","Vascular plants","UPHE","NA",
"7849","Scrophulariaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"15873","Scrophulariaceae","NISP","pollen","NA","Vascular plants","UPHE","Scrophulariaceae",
"355","Scutellaria cf. S. galericulata","NISP","pollen","NA","Vascular plants","UPHE","NA",
"50652","Scutellaria-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"26761","Secale","NISP","pollen","NA","Vascular plants","UPHE","NA",
"38389","Secale","NISP","pollen","NA","Vascular plants","UPHE","Secale",
"4803","Secale-type","NISP","pollen","NA","Vascular plants","UPHE","Secale-type",
"36084","Secale-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"3087","Sedum","NISP","pollen","NA","Vascular plants","UPHE","Sedum",
"28094","Sedum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"40064","Sinapis arvensis","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4860","Sisyrinchium","NISP","pollen","NA","Vascular plants","UPHE","Sisyrinchium",
"37885","Sisyrinchium","NISP","pollen","NA","Vascular plants","UPHE","NA",
"37161","Sium","NISP","pollen","NA","Vascular plants","UPHE","Sium",
"44548","Sium","NISP","pollen","NA","Vascular plants","UPHE","NA",
"36135","Sium-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"47807","Smilax","NISP","pollen","NA","Vascular plants","UPHE","NA",
"5979","Solanaceae","NISP","pollen","NA","Vascular plants","UPHE","Solanaceae",
"7824","Solanaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"11550","Solanum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"18549","Solanum","NISP","pollen","NA","Vascular plants","UPHE","Solanum",
"4810","Solanum rostratum","NISP","pollen","NA","Vascular plants","UPHE","Solanum rostratum",
"46795","Solidago","NISP","pollen","NA","Vascular plants","UPHE","Solidago",
"37599","Spergula-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"45759","Spergularia-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4815","Sphaeralcea","NISP","pollen","NA","Vascular plants","UPHE","Sphaeralcea",
"34058","Stachys","NISP","pollen","NA","Vascular plants","UPHE","Stachys",
"37530","Stachys","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1672","Stachys-type","NISP","pollen","NA","Vascular plants","UPHE","Stachys-type",
"13009","Stachys-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"5637","Stellaria","NISP","pollen","NA","Vascular plants","UPHE","NA",
"17610","Stellaria","NISP","pollen","NA","Vascular plants","UPHE","Stellaria",
"9309","Stellaria-type","NISP","pollen","NA","Vascular plants","UPHE","Stellaria-type",
"42756","Suaeda","NISP","pollen","NA","Vascular plants","UPHE","NA",
"44957","Suaeda calceoliformis","NISP","pollen","NA","Vascular plants","UPHE","Suaeda calceoliformis",
"42218","Symplocarpus","NISP","pollen","NA","Vascular plants","UPHE","NA",
"50033","Taraxacum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"48701","Taraxacum-type","NISP","pollen","NA","Vascular plants","UPHE","Taraxacum-type",
"57","Thalictrum","NISP","pollen","NA","Vascular plants","UPHE","Thalictrum",
"122","Thalictrum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"17734","Thalictrum","NISP digitized","pollen","NA","Vascular plants","UPHE","NA",
"10789","Thalictrum cf. T. dasycarpum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"10793","Thalictrum cf. T. dioicum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"40239","Thalictrum confine-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"23607","Thalictrum dasycarpum-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"23622","Thalictrum dioicum-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"40053","Thalictrum undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"10794","Thalictrum venulosum-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"11085","Thalictrum-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4868","Tidestromia","NISP","pollen","NA","Vascular plants","UPHE","Tidestromia",
"18272","Tidestromia","NISP","pollen","NA","Vascular plants","UPHE","NA",
"23616","Tidestromia lanuginosa","NISP","pollen","NA","Vascular plants","UPHE","NA",
"8123","Tidestromia-type","NISP","pollen","NA","Vascular plants","UPHE","Tidestromia-type",
"14780","Tidestromia-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"3586","Tofieldia","NISP","pollen","NA","Vascular plants","UPHE","NA",
"32059","Tofieldia pusilla","NISP","pollen","NA","Vascular plants","UPHE","Tofieldia pusilla",
"13096","Tradescantia","NISP","pollen","NA","Vascular plants","UPHE","Tradescantia",
"37562","Tradescantia","NISP","pollen","NA","Vascular plants","UPHE","NA",
"10817","Triantha glutinosa","NISP","pollen","NA","Vascular plants","UPHE","NA",
"29686","Triantha glutinosa","NISP","pollen","NA","Vascular plants","UPHE","Triantha glutinosa",
"11649","Trientalis","NISP","pollen","NA","Vascular plants","UPHE","Trientalis",
"37698","Trifolium","NISP","pollen","NA","Vascular plants","UPHE","NA",
"49718","Trifolium","NISP","pollen","NA","Vascular plants","UPHE","Trifolium",
"39200","Trifolium cf. T. pratense","NISP","pollen","NA","Vascular plants","UPHE","NA",
"8089","Trifolium pratense","NISP","pollen","NA","Vascular plants","UPHE","Trifolium pratense",
"34523","Trifolium pratense","NISP","pollen","NA","Vascular plants","UPHE","NA",
"50608","Trifolium pratense-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"48639","Trifolium repens","NISP","pollen","NA","Vascular plants","UPHE","Trifolium repens",
"1537","Trifolium repens-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4811","Trifolium repens-type","NISP","pollen","NA","Vascular plants","UPHE","Trifolium repens-type",
"11617","Trifolium-type","NISP","pollen","NA","Vascular plants","UPHE","Trifolium-type",
"37898","Trifolium-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"42237","Trillium","NISP","pollen","NA","Vascular plants","UPHE","NA",
"23615","Triodanis","NISP","pollen","NA","Vascular plants","UPHE","NA",
"26764","Triticum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4790","Triticum-type","NISP","pollen","NA","Vascular plants","UPHE","Triticum-type",
"283","Urtica","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1656","Urtica","NISP","pollen","NA","Vascular plants","UPHE","Urtica",
"47817","Urtica dioica-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"206","Urtica-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1215","Urtica-type","NISP","pollen","NA","Vascular plants","UPHE","Urtica-type",
"2864","Urticaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4626","Urticaceae","NISP","pollen","NA","Vascular plants","UPHE","Urticaceae",
"15824","Valeriana","NISP","pollen","NA","Vascular plants","UPHE","Valeriana",
"23965","Valeriana","NISP","pollen","NA","Vascular plants","UPHE","NA",
"35440","Valeriana edulis","NISP","pollen","NA","Vascular plants","UPHE","Valeriana edulis",
"37183","Valeriana-type","NISP","pollen","NA","Vascular plants","UPHE","Valeriana-type",
"4830","Verbena","NISP","pollen","NA","Vascular plants","UPHE","Verbena",
"10895","Verbena","NISP","pollen","NA","Vascular plants","UPHE","NA",
"42215","Verbenaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"46028","Veronica","NISP","pollen","NA","Vascular plants","UPHE","NA",
"15359","Vicia-type","NISP","pollen","NA","Vascular plants","UPHE","Vicia-type",
"30457","Vicia-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"2601","Viola","NISP","pollen","NA","Vascular plants","UPHE","NA",
"49873","Viola","NISP","pollen","NA","Vascular plants","UPHE","Viola",
"7851","Violaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"49368","Violaceae","NISP","pollen","NA","Vascular plants","UPHE","Violaceae",
"146","Xanthium","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1647","Xanthium","NISP","pollen","NA","Vascular plants","UPHE","Xanthium",
"35969","Xanthium-type","NISP","pollen","NA","Vascular plants","UPHE","Xanthium-type",
"37275","Xanthium-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"35955","Xyris","NISP","pollen","NA","Vascular plants","UPHE","Xyris",
"38253","Xyris","NISP","pollen","NA","Vascular plants","UPHE","NA",
"7229","Zea","NISP","pollen","NA","Vascular plants","UPHE","NA",
"7748","Zea","NISP","pollen","NA","Vascular plants","UPHE","Zea",
"134","Zea mays","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4823","Zea mays","NISP","pollen","NA","Vascular plants","UPHE","Zea mays",
"8115","Zigadenus","NISP","pollen","NA","Vascular plants","UPHE","Zigadenus",
"20118","Zigadenus","NISP","pollen","NA","Vascular plants","UPHE","NA",
"383","Adiantum","NISP","spore","NA","Vascular plants","VACR","NA",
"972","Adiantum","NISP","spore","NA","Vascular plants","VACR","Adiantum",
"41753","Adiantum pedatum","NISP","spore","NA","Vascular plants","VACR","Adiantum pedatum",
"43745","Adiantum pedatum","NISP","spore","NA","Vascular plants","VACR","NA",
"32282","Adiantum-type","NISP","spore","NA","Vascular plants","VACR","NA",
"35956","Adiantum-type","NISP","spore","NA","Vascular plants","VACR","Adiantum-type",
"50478","Adiantum/Dennstaedtia","NISP","spore","NA","Vascular plants","VACR","Adiantum/Dennstaedtia",
"50684","Asplenium","NISP","spore","NA","Vascular plants","VACR","NA",
"22679","Asplenium rhizophyllum","NISP","spore","NA","Vascular plants","VACR","Asplenium rhizophyllum",
"35861","Asplenium-type","NISP","spore","NA","Vascular plants","VACR","Asplenium-type",
"38251","Asplenium-type","NISP","spore","NA","Vascular plants","VACR","NA",
"1396","Athyrium","NISP","spore","NA","Vascular plants","VACR","Athyrium",
"1549","Athyrium","NISP","spore","NA","Vascular plants","VACR","NA",
"337","Athyrium filix-femina","NISP","spore","NA","Vascular plants","VACR","NA",
"4882","Athyrium filix-femina","NISP","spore","NA","Vascular plants","VACR","Athyrium filix-femina",
"35914","Athyrium-type","NISP","spore","NA","Vascular plants","VACR","Athyrium-type",
"37899","Athyrium-type","NISP","spore","NA","Vascular plants","VACR","NA",
"202","Botrychium","NISP","spore","NA","Vascular plants","VACR","NA",
"551","Botrychium","NISP","spore","NA","Vascular plants","VACR","Botrychium",
"27508","Botrychium cf. B. dissectum","NISP","spore","NA","Vascular plants","VACR","NA",
"23594","Botrychium cf. B. lunaria","NISP","spore","NA","Vascular plants","VACR","NA",
"384","Botrychium cf. B. multifidum","NISP","spore","NA","Vascular plants","VACR","NA",
"10109","Botrychium lanceolatum","NISP","spore","NA","Vascular plants","VACR","Botrychium lanceolatum",
"382","Botrychium lunaria","NISP","spore","NA","Vascular plants","VACR","NA",
